 Count  Overhead File                    Line Function
     1         0 …ractinterpretation.jl   592 abstract_call_method(interp::Core…
     1         1 …ompiler\typelimits.jl    24 limit_type_size(t::Any, compare::…
     1         0 …ler\ssair\slot2ssa.jl   524 compute_live_ins(cfg::Core.Compil…
     1         0 …\compiler\ssair\ir.jl   694 Core.Compiler.IncrementalCompact(…
     1         1 …se\compiler\tfuncs.jl  1144 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …piler\ssair\passes.jl  1422 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …ler\inferencestate.jl   302 Core.Compiler.InferenceState(resu…
     1         0 …compiler\typeutils.jl   110 valid_as_lattice(x::Any, astag::B…
     1         1 @Base\reflection.jl      427 datatype_fieldtypes
     1         0 …piler\ssair\passes.jl   452 lift_leaves(compact::Core.Compile…
     1         0 …piler\ssair\passes.jl  1193 sroa_pass!(ir::Core.Compiler.IRCo…
     1         1 …se\compiler\tfuncs.jl  1648 _fieldtype_tfunc(𝕃::Core.Compiler…
     1         1 …ompiler\typelimits.jl   389 tmerge_fast_path(lattice::Core.Co…
     1         0 …\compiler\optimize.jl  1266 statement_cost(ex::Expr, line::In…
     1         1 @Base\expr.jl              ? copy_exprs(x::Any)
     1         0 …\compiler\ssair\ir.jl    56 basic_blocks_starts
     1         0 …ler\ssair\slot2ssa.jl   543 compute_live_ins(cfg::Core.Compil…
     1         0 @Base\bitset.jl           66 _bits_getindex
     1         1 …ractinterpretation.jl     ? abstract_call_gf_by_type(interp::…
     1         1 …se\compiler\tfuncs.jl  1937 apply_type_tfunc(::Core.Compiler.…
     1         0 …\compiler\ssair\ir.jl   709 Core.Compiler.IncrementalCompact(…
     1         0 …ler\ssair\slot2ssa.jl   905 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …iler\ssair\domtree.jl   167 DFS!(D::Core.Compiler.DFSTree, bl…
     1         1 …ractinterpretation.jl   538 abstract_call_method(interp::Core…
     1         0 …ler\ssair\slot2ssa.jl   781 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …ractinterpretation.jl   258 find_matching_methods(𝕃::Core.Com…
     1         0 …ler\ssair\slot2ssa.jl   701 construct_ssa!(ci::Core.CodeInfo,…
     1         0 @Base\expr.jl             89 copy(c::Core.CodeInfo)
     1         1 …\compiler\stmtinfo.jl    29 MethodMatchInfo
     1         1 …piler\ssair\passes.jl  2145 adce_pass!(ir::Core.Compiler.IRCo…
     1         1 …compiler\typeinfer.jl   654 record_slot_assign!(sv::Core.Comp…
     1         1 …mpiler\typelattice.jl   564 is_lattice_equal(lattice::Core.Co…
     1         0 …piler\ssair\passes.jl  1412 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 @Base\iddict.jl          139 iterate
     1         0 @Base\iddict.jl          141 iterate
     1         0 …compiler\utilities.jl    28 _all(f::Any, a::Core.SimpleVector)
     1         0 …ractinterpretation.jl  1234 semi_concrete_eval_call(interp::C…
     1         1 …compiler\typeinfer.jl   562 refine_exception_type
     1         1 …se\compiler\tfuncs.jl  1248 getfield_notuninit(typ0::Any, nam…
     1         0 …\compiler\ssair\ir.jl   848 _count_added_node!(compact::Core.…
     1         1 …ompiler\typelimits.jl   523 tmerge
     1         1 …ler\ssair\inlining.jl  1085 call_sig(ir::Core.Compiler.IRCode…
     1         1 …ler\ssair\inlining.jl   724 batch_inline!(ir::Core.Compiler.I…
     1         0 …piler\ssair\passes.jl   334 walk_to_defs(compact::Core.Compil…
     1         0 …ler\inferencestate.jl   785 Core.Compiler.IRInterpretationSta…
     1         1 @Base\reflection.jl     2586 get_world_counter
     1         0 …compiler\typeinfer.jl   760 type_annotate!(interp::Core.Compi…
     1         0 …straint\Constraint.jl    61 add_all_bridges(model::MathOptInt…
     1         0 …ler\inferencestate.jl   316 Core.Compiler.InferenceState(resu…
     1         0 …iler\ssair\domtree.jl   358 SNCA!(domtree::Core.Compiler.Gene…
     1         1 …ler\ssair\inlining.jl  1655 assemble_inline_todo!(ir::Core.Co…
     1         1 …\compiler\ssair\ir.jl     ? iterate_compact(compact::Core.Com…
     1         0 …ler\ssair\inlining.jl   829 compileable_specialization(mi::Co…
     1         1 …ler\ssair\inlining.jl   358 ir_prepare_inlining!(insert_node!…
     1         0 …ractinterpretation.jl  3119 update_bestguess!(interp::Core.Co…
     1         0 @Base\idset.jl            42 isempty
     1         1 @Base\essentials.jl        ? sroa_pass!(ir::Core.Compiler.IRCo…
     1         1 …ler\ssair\inlining.jl   353 ir_inline_linetable!(linetable::V…
     1         0 …iler\ssair\domtree.jl   162 DFS!(D::Core.Compiler.DFSTree, bl…
     1         1 …piler\ssair\passes.jl   204 simple_walk(compact::Core.Compile…
     1         1 @Base\essentials.jl        ? record_ssa_assign!(𝕃ᵢ::Core.Compi…
     1         1 …compiler\utilities.jl     ? builtin_effects(𝕃::Core.Compiler.…
     1         1 …er\inferenceresult.jl    96 va_process_argtypes(va_handler!::…
     1         0 …ler\ssair\inlining.jl   848 get_cached_result
     1         0 …compiler\utilities.jl   117 use_const_api
     1         0 …ler\ssair\slot2ssa.jl   679 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …piler\ssair\passes.jl  1490 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …ractinterpretation.jl  1692 abstract_apply(interp::Core.Compi…
     1         1 @Base\sort.jl              ? getindex(A::SparseArrays.SparseMa…
     1         0 @COCOA\src\COCOA.jl      580 is_non_concordant(tracker::COCOA.…
     1         1 …compiler\typeinfer.jl   219 finish!(interp::Core.Compiler.Nat…
     1         1 @Base\range.jl             ? fixemup!(slot_filter::Core.Compil…
     1         0 @COCOA\src\COCOA.jl     1637 streaming_correlation_filter(mode…
     1         0 …ging\ConsoleLogger.jl   176 handle_message(logger::Base.CoreL…
     1         0 @Base\show.jl            188 show(io::IOContext{IOBuffer}, ::M…
     1         0 @Base\show.jl             88 textwidth
     1         0 @Base\reduce.jl          307 mapreduce
     1         0 @Base\reduce.jl          307 #mapreduce#339
     1         0 @Base\reduce.jl          175 mapfoldl
     1         0 @Base\reduce.jl          175 #mapfoldl#335
     1         0 @Base\reduce.jl           44 mapfoldl_impl
     1         0 @Base\reduce.jl           48 foldl_impl
     1         0 @Base\reduce.jl           62 _foldl_impl(op::Base.MappingRF{Co…
     1         0 …ractinterpretation.jl  1884 abstract_call_builtin(interp::Cor…
     1         0 …ractinterpretation.jl  1777 egal_condition
     1         0 …compiler\typeutils.jl   159 typesubtract(a::Any, b::Any, max_…
     1         0 …compiler\typeutils.jl   163 typesubtract(a::Any, b::Any, max_…
     1         0 …ler\ssair\slot2ssa.jl   750 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …\compiler\ssair\ir.jl  1975 finish
     1         1 …\compiler\ssair\ir.jl  1987 complete(compact::Core.Compiler.I…
     1         0 …se\compiler\tfuncs.jl   338 egal_tfunc(𝕃::Core.Compiler.Infer…
     1         0 …se\compiler\tfuncs.jl   358 egal_tfunc
     1         0 …se\compiler\tfuncs.jl   338 egal_tfunc
     1         0 …se\compiler\tfuncs.jl   367 egal_tfunc
     1         0 …se\compiler\tfuncs.jl   370 egal_tfunc(::Core.Compiler.JLType…
     1         1 @Base\deepcopy.jl         67 deepcopy_internal(x::Any, stackdi…
     1         1 @Base\deepcopy.jl         66 deepcopy_internal(x::Any, stackdi…
     1         0 @Base\io.jl              452 unsafe_write
     1         0 @Base\iobuffer.jl        401 ensureroom
     1         0 @Base\iobuffer.jl        317 _resize!(io::IOBuffer, sz::Int64)
     1         0 @Base\iobuffer.jl        156 _similar_data
     1         1 @Base\dict.jl            634 _delete!(h::Dict{Tuple{Symbol, Sy…
     1         0 @Base\dict.jl            629 _delete!(h::Dict{Tuple{Symbol, Sy…
     1         0 @Base\special\exp.jl     216 exp_impl
     1         1 @Base\float.jl           496 muladd
     1         0 @Base\special\exp.jl     182 table_unpack
     1         1 @Base\essentials.jl      730 reinterpret
     1         0 @Base\math.jl            839 max
     1         0 @COCOA\src\COCOA.jl     1036 correlation
     1         0 @COCOA\src\COCOA.jl        ? update_correlation_tracker!(track…
     1         1 @Base\deepcopy.jl         71 deepcopy_internal(x::Any, stackdi…
     1         0 @COCOA\src\COCOA.jl     1116 correlation_confidence_upper_boun…
     1         0 @Base\math.jl            829 min
     1         0 @Base\special\log.jl     186 log_proc1
     1         0 @Base\floatfuncs.jl      357 fma
     1         1 @Base\floatfuncs.jl      352 fma_llvm
     1         1 @COCOA\src\COCOA.jl     1090 correlation_confidence_upper_boun…
     1         1 @Base\special\exp.jl     180 table_unpack
     1         0 @Base\special\log.jl     285 _log
     1         1 @Base\array.jl             ? _growend!
     1         0 …s\src\sparsevector.jl   267 _sparsevector!(I::Vector{Int64}, …
     1         0 …e\multidimensional.jl   914 _getindex
     1         0 @COCOA\src\COCOA.jl     1569 #31
     1         0 @COCOA\src\COCOA.jl     1553 streaming_correlation_filter(mode…
     1         1 @JSONRPC\src\core.jl     191 (::VSCodeServer.JSONRPC.var"#3#5"…
     1         0 …\src\sparseconvert.jl   108 _sparsem(A::LinearAlgebra.Transpo…
     1         0 @Base\broadcast.jl       956 preprocess_args
     1         0 …s\src\sparsevector.jl   265 _sparsevector!(I::Vector{Int64}, …
     1         0 @Base\sort.jl           1868 sortperm
     1         0 @Base\sort.jl           1879 #sortperm#36
     1         0 @Base\sort.jl           1882 _sortperm
     1         0 @Base\sort.jl           1894 _sortperm(A::Vector{Int64}; alg::…
     1         0 @Base\abstractarray.jl   820 similar
     1         0 @Base\abstractarray.jl   821 similar
     1         1 @COCOA\src\COCOA.jl     1547 streaming_correlation_filter(mode…
     1         0 …ebra\src\transpose.jl   119 transposeblock!(f::typeof(adjoint…
     1         0 @Base\bitarray.jl         36 BitArray
     1         0 @Base\bitarray.jl        124 num_bit_chunks
     1         0 …rc\analysis\sample.jl    51 sample_chain_achr(sample_c::Matri…
     1         0 @Base\strings\io.jl      150 print_to_string(::String, ::Varar…
     1         1 …ase\strings\string.jl    77 String
     1         0 @Base\array.jl          2350 findnext
     1         0 @Base\abstractarray.jl   166 keys
     1         0 @Base\indices.jl         494 LinearIndices
     1         1 …eArrays\src\linalg.jl     ? _spmatmul!(C::Vector{Float64}, A:…
     1         0 …s\src\sparsematrix.jl  3468 setindex!(A::SparseArrays.SparseM…
     1         0 …\src\balanced_tree.jl   434 insert!(t::DataStructures.Balance…
     1         1 …s\src\sparsematrix.jl  3452 setindex!(A::SparseArrays.SparseM…
     1         1 @Base\subarray.jl          ? view
     1         0 …piler\ssair\legacy.jl    37 inflate_ir!(ci::Core.CodeInfo, sp…
     1         0 …\compiler\ssair\ir.jl    49 basic_blocks_starts
     1         0 …piler\ssair\passes.jl   760 perform_lifting!(compact::Core.Co…
     1         1 …se\compiler\tfuncs.jl  1044 getfield_tfunc(𝕃::Core.Compiler.I…
     1         0 @Base\dict.jl            266 ht_keyindex2_shorthash!(h::Dict{T…
     1         0 @Base\dict.jl            157 rehash!(h::Dict{Tuple{Symbol, Sym…
     1         0 @Base\genericmemory.jl   197 fill!
     1         1 @Base\cmem.jl             42 memset
     1         0 @Base\dict.jl            238 ht_keyindex(h::Dict{Tuple{Symbol,…
     1         0 @Base\dict.jl            164 rehash!(h::Dict{Tuple{Symbol, Sym…
     1         0 …\src\balanced_tree.jl   398 insert!(t::DataStructures.Balance…
     1         0 …\src\balanced_tree.jl   336 push_or_reuse!(a::Vector{DataStru…
     1         0 …piler\ssair\passes.jl   842 perform_lifting!(compact::Core.Co…
     1         1 @Base\essentials.jl        ? iterate
     1         0 …ractinterpretation.jl   668 abstract_call_method(interp::Core…
     1         0 …ler\inferencestate.jl   845 is_effect_overridden
     1         1 …ler\inferencestate.jl   854 is_effect_overridden
     1         0 …se\compiler\tfuncs.jl   409 isdefined_tfunc(𝕃::Core.Compiler.…
     1         0 …\compiler\optimize.jl   893 (::Core.Compiler.ScanStmt)(inst::…
     1         0 …\compiler\optimize.jl   625 any_refinable
     1         1 …e\compiler\effects.jl   291 is_effect_free
     1         1 …ractinterpretation.jl  3339 typeinf_local(interp::Core.Compil…
     1         0 …ractinterpretation.jl  3231 typeinf_local(interp::Core.Compil…
     1         0 …mpiler\typelattice.jl    57 Conditional
     1         0 …mpiler\typelattice.jl    52 Core.Compiler.Conditional(slot::I…
     1         1 …mpiler\typelattice.jl   240 assert_nested_slotwrapper
     1         0 …\compiler\ssair\ir.jl  1180 process_phinode_values(old_values…
     1         1 @Base\array.jl             ? renumber_ssa2(val::Core.SSAValue,…
     1         0 …ler\ssair\slot2ssa.jl   802 construct_ssa!(ci::Core.CodeInfo,…
     1         1 …ler\ssair\slot2ssa.jl   199 typ_for_val(x::Any, ci::Core.Code…
     1         1 …ompiler\typelimits.jl   747 tmerge_types_slow(typea::Type, ty…
     1         0 …ractinterpretation.jl  2484 abstract_eval_statement_expr(inte…
     1         1 …se\compiler\tfuncs.jl  1173 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …piler\ssair\passes.jl  1328 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler\ssair\passes.jl   572 lift_comparison!(::typeof(isa), c…
     1         0 …ler\inferencestate.jl  1005 get_max_methods
     1         1 …ler\inferencestate.jl  1023 get_max_methods_for_func
     1         0 …ler\ssair\slot2ssa.jl    75 new_to_regular(stmt::Any, new_off…
     1         0 …se\compiler\tfuncs.jl   828 isa_tfunc(𝕃::Core.Compiler.Infere…
     1         1 …se\compiler\tfuncs.jl    98 instanceof_tfunc(t::Any, astag::B…
     1         1 …\compiler\ssair\ir.jl  1541 process_node!(compact::Core.Compi…
     1         1 …\compiler\ssair\ir.jl     ? simple_dce!(callback::Function, c…
     1         0 …ler\inferencestate.jl   301 Core.Compiler.InferenceState(resu…
     1         1 @Base\essentials.jl        ? batch_inline!(ir::Core.Compiler.I…
     1         1 …\compiler\ssair\ir.jl  2000 compact!(code::Core.Compiler.IRCo…
     1         1 …mpiler\typelattice.jl   479 ⊑(lattice::Core.Compiler.Partials…
     1         1 …\compiler\optimize.jl     ? scan_non_dataflow_flags!(inst::Co…
     1         0 …ler\ssair\slot2ssa.jl   469 domsort_ssa!(ir::Core.Compiler.IR…
     1         1 @Base\essentials.jl        ? setindex!
     1         1 @Base\boot.jl            492 CodeInstance
     1         1 @Base\expr.jl             90 copy(c::Core.CodeInfo)
     1         1 …\compiler\optimize.jl   340 stmt_effect_flags(𝕃ₒ::Core.Compil…
